VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
1,2022-01-03T08:41:51.000000,2022-01-03T08:54:11.000000,0.0,1.8,1.0,Y,186,233,2,10.0,2.5,0.5,0.0,0.0,0.3,13.3,2.5,0.0
1,2022-01-03T08:52:03.000000,2022-01-03T09:36:28.000000,1.0,0.0,99.0,N,76,237,1,61.2,0.0,0.5,0.0,6.55,0.3,68.55,0.0,0.0
1,2022-01-03T09:31:49.000000,2022-01-03T09:36:49.000000,1.0,0.9,1.0,N,237,161,1,5.5,2.5,0.5,2.0,0.0,0.3,10.8,2.5,0.0
2,2022-01-03T09:57:19.000000,2022-01-03T10:02:10.000000,5.0,1.05,1.0,N,170,229,1,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5,0.0
1,2022-01-03T10:32:46.000000,2022-01-03T10:44:46.000000,1.0,2.4,1.0,N,42,151,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3,0.0,0.0
2,2022-01-03T10:38:29.000000,2022-01-03T10:43:06.000000,1.0,0.59,1.0,N,137,170,1,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5,0.0
2,2022-01-03T10:39:42.000000,2022-01-03T10:39:48.000000,1.0,0.0,5.0,N,265,265,1,170.0,0.0,0.5,10.0,0.0,0.3,180.8,0.0,0.0
1,2022-01-03T10:43:55.000000,2022-01-03T10:46:03.000000,1.0,0.7,1.0,N,237,237,1,4.0,2.5,0.5,0.5,0.0,0.3,7.8,2.5,0.0
2,2022-01-03T11:23:46.000000,2022-01-03T11:33:26.000000,1.0,2.4,1.0,N,233,145,1,9.5,0.0,0.5,3.2,0.0,0.3,16.0,2.5,0.0
2,2022-01-03T12:24:47.000000,2022-01-03T12:31:53.000000,1.0,1.5,1.0,N,237,170,1,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5,0.0
2,2022-01-03T12:31:26.000000,2022-01-03T12:51:10.000000,1.0,4.8,1.0,N,230,232,2,18.5,0.0,0.5,0.0,0.0,0.3,21.8,2.5,0.0
1,2022-01-03T12:41:08.000000,2022-01-03T12:50:41.000000,1.0,1.7,1.0,N,236,162,1,8.5,2.5,0.5,2.12,0.0,0.3,13.92,2.5,0.0
2,2022-01-03T12:53:33.000000,2022-01-03T13:24:07.000000,1.0,9.63,1.0,N,264,239,1,32.0,0.0,0.5,5.0,6.55,0.3,48.1,2.5,1.25
2,2022-01-03T13:05:45.000000,2022-01-03T13:18:43.000000,2.0,1.57,1.0,N,48,170,1,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5,0.0
2,2022-01-03T13:09:42.000000,2022-01-03T13:13:43.000000,1.0,0.49,1.0,N,163,163,1,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5,0.0
1,2022-01-03T13:14:10.000000,2022-01-03T13:18:58.000000,1.0,0.7,1.0,N,162,162,1,5.0,2.5,0.5,2.05,0.0,0.3,10.35,2.5,0.0
1,2022-01-03T13:24:15.000000,2022-01-03T13:34:24.000000,1.0,2.1,1.0,N,162,236,1,9.5,2.5,0.5,1.2,0.0,0.3,14.0,2.5,0.0
2,2022-01-03T13:25:27.000000,2022-01-03T13:45:47.000000,2.0,5.55,1.0,N,151,158,1,20.0,0.0,0.5,3.5,0.0,0.3,26.8,2.5,0.0
1,2022-01-03T13:33:53.000000,2022-01-03T13:46:06.000000,1.0,1.9,1.0,N,151,236,1,9.5,2.5,0.5,2.5,0.0,0.3,15.3,2.5,0.0
2,2022-01-03T13:50:07.000000,2022-01-03T13:53:17.000000,1.0,0.64,1.0,N,151,238,1,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5,0.0
2,2022-01-03T14:02:11.000000,2022-01-03T14:12:23.000000,1.0,2.06,1.0,N,114,164,1,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5,0.0
2,2022-01-03T14:26:32.000000,2022-01-03T14:27:47.000000,1.0,0.38,1.0,N,170,162,1,3.0,0.0,0.5,1.58,0.0,0.3,7.88,2.5,0.0
1,2022-01-03T14:27:28.000000,2022-01-03T14:45:04.000000,1.0,3.9,1.0,N,140,226,1,15.5,2.5,0.5,4.7,0.0,0.3,23.5,2.5,0.0
2,2022-01-03T14:30:03.000000,2022-01-03T14:37:23.000000,1.0,1.12,1.0,N,90,246,1,6.5,0.0,0.5,1.2,0.0,0.3,11.0,2.5,0.0
2,2022-01-03T14:38:17.000000,2022-01-03T14:46:21.000000,2.0,2.11,1.0,N,211,88,1,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5,0.0
2,2022-01-03T14:40:28.000000,2022-01-03T14:45:31.000000,1.0,0.63,1.0,N,161,164,2,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5,0.0
2,2022-01-03T14:42:38.000000,2022-01-03T14:56:24.000000,2.0,2.2,1.0,N,186,237,2,11.0,0.0,0.5,0.0,0.0,0.3,14.3,2.5,0.0
2,2022-01-03T14:51:12.000000,2022-01-03T15:20:30.000000,1.0,6.68,1.0,N,90,42,1,24.0,0.0,0.5,6.82,0.0,0.3,34.12,2.5,0.0
1,2022-01-03T14:58:00.000000,2022-01-03T15:20:45.000000,4.0,3.9,1.0,N,142,144,2,16.5,2.5,0.5,0.0,0.0,0.3,19.8,2.5,0.0
1,2022-01-03T15:00:41.000000,2022-01-03T15:07:06.000000,2.0,1.3,1.0,N,236,239,1,7.0,2.5,0.5,1.0,0.0,0.3,11.3,2.5,0.0
1,2022-01-03T15:10:39.000000,2022-01-03T15:22:36.000000,1.0,2.0,1.0,N,229,234,1,10.0,2.5,0.5,0.0,0.0,0.3,13.3,2.5,0.0
2,2022-01-03T15:13:06.000000,2022-01-03T15:21:59.000000,1.0,1.44,1.0,N,230,164,1,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5,0.0
1,2022-01-03T15:18:17.000000,2022-01-03T15:29:09.000000,1.0,2.3,1.0,N,186,231,1,10.0,2.5,0.5,3.3,0.0,0.3,16.6,2.5,0.0
2,2022-01-03T15:23:08.000000,2022-01-03T15:45:14.000000,1.0,4.52,1.0,N,138,146,1,19.0,0.0,0.5,3.96,0.0,0.3,25.01,0.0,1.25
2,2022-01-03T15:28:47.000000,2022-01-03T15:39:05.000000,6.0,1.16,1.0,N,236,162,1,8.0,0.0,0.5,1.0,0.0,0.3,12.3,2.5,0.0
2,2022-01-03T15:45:45.000000,2022-01-03T15:50:17.000000,2.0,1.01,1.0,N,79,4,2,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5,0.0
2,2022-01-03T15:51:10.000000,2022-01-03T15:54:54.000000,1.0,0.49,1.0,N,161,170,2,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5,0.0
1,2022-01-03T16:01:31.000000,2022-01-03T16:16:59.000000,2.0,2.8,1.0,N,161,144,1,12.5,2.5,0.5,3.15,0.0,0.3,18.95,2.5,0.0
2,2022-01-03T16:06:33.000000,2022-01-03T16:13:39.000000,1.0,0.99,1.0,N,164,50,2,6.0,1.0,0.5,0.0,0.0,0.3,10.3,2.5,0.0
2,2022-01-03T16:36:14.000000,2022-01-03T16:57:28.000000,1.0,2.77,1.0,N,237,249,1,15.0,1.0,0.5,3.86,0.0,0.3,23.16,2.5,0.0
2,2022-01-03T16:51:45.000000,2022-01-03T16:57:54.000000,1.0,0.93,1.0,N,142,43,1,6.0,1.0,0.5,3.09,0.0,0.3,13.39,2.5,0.0
1,2022-01-03T16:54:29.000000,2022-01-03T16:58:23.000000,2.0,0.5,1.0,N,142,239,2,4.5,3.5,0.5,0.0,0.0,0.3,8.8,2.5,0.0
1,2022-01-03T16:57:24.000000,2022-01-03T17:19:00.000000,1.0,10.8,1.0,N,138,137,2,31.5,4.75,0.5,0.0,6.55,0.3,43.6,2.5,1.25
2,2022-01-03T16:59:26.000000,2022-01-03T17:09:49.000000,1.0,1.5,1.0,N,48,170,2,8.5,1.0,0.5,0.0,0.0,0.3,12.8,2.5,0.0
1,2022-01-03T17:01:55.000000,2022-01-03T17:10:36.000000,1.0,1.9,1.0,N,143,236,1,8.5,2.5,0.5,2.35,0.0,0.3,14.15,2.5,0.0
2,2022-01-03T17:08:04.000000,2022-01-03T17:19:02.000000,2.0,2.58,1.0,N,161,263,1,10.5,1.0,0.5,2.96,0.0,0.3,17.76,2.5,0.0
2,2022-01-03T17:11:50.000000,2022-01-03T17:15:38.000000,1.0,0.94,1.0,N,141,263,1,5.0,1.0,0.5,2.79,0.0,0.3,12.09,2.5,0.0
2,2022-01-03T17:16:13.000000,2022-01-03T17:22:39.000000,1.0,0.86,1.0,N,163,142,1,6.0,1.0,0.5,2.06,0.0,0.3,12.36,2.5,0.0
2,2022-01-03T17:28:36.000000,2022-01-03T18:00:40.000000,2.0,18.19,5.0,N,161,1,1,90.0,0.0,0.0,22.58,0.0,0.3,112.88,0.0,0.0
2,2022-01-03T17:51:16.000000,2022-01-03T17:59:17.000000,1.0,1.63,1.0,N,163,143,1,7.5,1.0,0.5,2.36,0.0,0.3,14.16,2.5,0.0
2,2022-01-03T17:51:40.000000,2022-01-03T18:09:23.000000,1.0,3.62,1.0,N,161,144,1,15.0,1.0,0.5,0.0,0.0,0.3,19.3,2.5,0.0
1,2022-01-03T18:13:44.000000,2022-01-03T18:17:04.000000,2.0,0.8,1.0,N,236,237,1,4.5,3.5,0.5,1.75,0.0,0.3,10.55,2.5,0.0
2,2022-01-03T18:23:56.000000,2022-01-03T18:29:56.000000,1.0,0.73,1.0,N,140,237,1,5.5,1.0,0.5,1.96,0.0,0.3,11.76,2.5,0.0
1,2022-01-03T18:34:46.000000,2022-01-03T18:52:37.000000,1.0,3.2,1.0,N,113,48,2,14.0,3.5,0.5,0.0,0.0,0.3,18.3,2.5,0.0
2,2022-01-03T18:47:15.000000,2022-01-03T18:52:59.000000,6.0,0.73,1.0,N,170,137,4,-5.5,-1.0,-0.5,0.0,0.0,-0.3,-9.8,-2.5,0.0
2,2022-01-03T19:14:28.000000,2022-01-03T19:34:49.000000,1.0,14.29,1.0,N,132,223,2,39.0,1.0,0.5,0.0,0.0,0.3,42.05,0.0,1.25
2,2022-01-03T19:21:12.000000,2022-01-03T19:27:51.000000,2.0,2.34,1.0,N,161,75,1,8.0,1.0,0.5,2.0,0.0,0.3,14.3,2.5,0.0
2,2022-01-03T19:26:44.000000,2022-01-03T19:48:35.000000,2.0,9.45,1.0,N,138,186,1,28.5,1.0,0.5,5.0,6.55,0.3,45.6,2.5,1.25
2,2022-01-03T19:52:43.000000,2022-01-03T20:02:17.000000,2.0,3.35,1.0,N,230,158,2,-9.0,-1.0,-0.5,0.0,0.0,-0.3,-13.3,-2.5,0.0
1,2022-01-03T20:05:51.000000,2022-01-03T20:37:56.000000,1.0,19.5,2.0,N,132,114,1,52.0,3.75,0.5,11.3,0.0,0.3,67.85,2.5,1.25
1,2022-01-03T20:49:49.000000,2022-01-03T20:57:07.000000,1.0,1.2,1.0,N,68,234,1,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5,0.0
1,2022-01-03T20:55:20.000000,2022-01-03T21:00:32.000000,1.0,0.8,1.0,N,100,246,1,5.5,3.0,0.5,1.0,0.0,0.3,10.3,2.5,0.0
2,2022-01-03T20:57:41.000000,2022-01-03T21:01:12.000000,1.0,0.65,1.0,N,79,4,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5,0.0
2,2022-01-03T21:04:10.000000,2022-01-03T21:10:19.000000,1.0,1.28,1.0,N,237,140,2,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5,0.0
2,2022-01-03T21:23:13.000000,2022-01-03T21:31:07.000000,1.0,1.82,1.0,N,170,229,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5,0.0
2,2022-01-03T21:27:19.000000,2022-01-03T21:41:23.000000,1.0,3.15,1.0,N,163,114,1,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5,0.0
1,2022-01-03T23:21:27.000000,2022-01-03T23:30:35.000000,2.0,4.8,1.0,N,138,157,1,14.5,1.75,0.5,7.0,0.0,0.3,24.05,0.0,1.25
1,2022-01-03T23:42:08.000000,2022-01-03T23:52:08.000000,1.0,2.2,1.0,N,262,238,1,10.0,3.0,0.5,2.76,0.0,0.3,16.56,2.5,0.0
2,2022-01-03T23:49:52.000000,2022-01-03T23:57:42.000000,1.0,2.87,1.0,N,237,24,1,10.0,0.5,0.5,2.07,0.0,0.3,15.87,2.5,0.0
2,2022-01-04T02:49:46.000000,2022-01-04T02:59:36.000000,1.0,6.76,1.0,N,132,135,2,19.5,0.5,0.5,0.0,0.0,0.3,22.05,0.0,1.25
2,2022-01-04T03:20:48.000000,2022-01-05T02:31:45.000000,6.0,1.01,1.0,N,48,264,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5,0.0
2,2022-01-04T04:38:01.000000,2022-01-04T04:50:01.000000,1.0,2.56,1.0,N,90,148,2,11.0,0.5,0.5,0.0,0.0,0.3,14.8,2.5,0.0
1,2022-01-04T06:46:54.000000,2022-01-04T06:52:41.000000,1.0,1.9,1.0,N,263,237,1,7.5,2.5,0.5,1.3,0.0,0.3,12.1,2.5,0.0
2,2022-01-04T07:26:04.000000,2022-01-04T07:33:35.000000,2.0,2.08,1.0,N,263,162,2,8.5,0.0,0.5,0.0,0.0,0.3,11.8,2.5,0.0
1,2022-01-04T07:36:29.000000,2022-01-04T07:43:13.000000,2.0,1.0,1.0,Y,100,230,2,6.0,2.5,0.5,0.0,0.0,0.3,9.3,2.5,0.0
2,2022-01-04T07:37:56.000000,2022-01-04T07:42:40.000000,1.0,0.83,1.0,N,263,237,1,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5,0.0
1,2022-01-04T08:15:23.000000,2022-01-04T08:19:21.000000,0.0,0.5,1.0,N,142,142,2,4.5,2.5,0.5,0.0,0.0,0.3,7.8,2.5,0.0
2,2022-01-04T08:26:22.000000,2022-01-04T08:43:10.000000,1.0,5.55,1.0,N,239,13,1,18.0,0.0,0.5,5.33,0.0,0.3,26.63,2.5,0.0
1,2022-01-04T08:33:52.000000,2022-01-04T08:48:10.000000,1.0,1.7,1.0,N,68,161,1,9.5,2.5,0.5,2.55,0.0,0.3,15.35,2.5,0.0
1,2022-01-04T08:39:04.000000,2022-01-04T08:44:35.000000,0.0,0.7,1.0,N,79,79,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,0.0,0.0
2,2022-01-04T08:41:25.000000,2022-01-04T08:44:21.000000,3.0,0.45,1.0,N,264,264,1,4.0,0.0,0.5,2.19,0.0,0.3,9.49,2.5,0.0
2,2022-01-04T08:48:48.000000,2022-01-04T08:51:45.000000,1.0,0.97,1.0,N,140,263,1,5.0,0.0,0.5,1.0,0.0,0.3,9.3,2.5,0.0
2,2022-01-04T08:52:43.000000,2022-01-04T08:58:02.000000,1.0,1.24,1.0,N,238,236,2,6.0,0.0,0.5,0.0,0.0,0.3,9.3,2.5,0.0
2,2022-01-04T09:31:27.000000,2022-01-04T09:38:13.000000,1.0,0.79,1.0,N,263,236,1,6.0,0.0,0.5,1.0,0.0,0.3,10.3,2.5,0.0
2,2022-01-04T09:43:30.000000,2022-01-04T09:58:43.000000,1.0,1.84,1.0,N,170,90,1,10.5,0.0,0.5,3.0,0.0,0.3,16.8,2.5,0.0
1,2022-01-04T10:03:47.000000,2022-01-04T10:12:48.000000,2.0,2.0,1.0,N,166,236,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8,0.0,0.0
2,2022-01-04T10:08:41.000000,2022-01-04T10:13:59.000000,1.0,0.89,1.0,N,230,50,2,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5,0.0
2,2022-01-04T11:21:32.000000,2022-01-04T11:27:53.000000,1.0,1.31,1.0,N,237,142,1,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5,0.0
2,2022-01-04T11:36:41.000000,2022-01-04T11:41:12.000000,1.0,0.66,1.0,N,237,141,1,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5,0.0
1,2022-01-04T11:39:24.000000,2022-01-04T11:55:12.000000,0.0,3.1,1.0,N,163,144,1,13.0,2.5,0.5,3.25,0.0,0.3,19.55,2.5,0.0
2,2022-01-04T11:40:04.000000,2022-01-04T11:57:05.000000,2.0,3.1,1.0,N,161,236,1,14.0,0.0,0.5,3.46,0.0,0.3,20.76,2.5,0.0
1,2022-01-04T12:21:47.000000,2022-01-04T12:46:33.000000,1.0,6.0,1.0,N,170,87,1,22.0,2.5,0.5,5.05,0.0,0.3,30.35,2.5,0.0
2,2022-01-04T12:37:19.000000,2022-01-04T12:44:17.000000,1.0,1.22,1.0,N,48,264,1,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5,0.0
2,2022-01-04T12:42:39.000000,2022-01-04T12:56:33.000000,1.0,1.23,1.0,N,229,170,1,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5,0.0
1,2022-01-04T12:42:54.000000,2022-01-04T12:53:54.000000,1.0,1.7,1.0,N,142,237,1,9.5,2.5,0.5,2.56,0.0,0.3,15.36,2.5,0.0
1,2022-01-04T12:49:03.000000,2022-01-04T12:53:54.000000,1.0,0.6,1.0,N,107,137,1,5.0,2.5,0.5,1.65,0.0,0.3,9.95,2.5,0.0
1,2022-01-04T13:04:40.000000,2022-01-04T13:25:07.000000,1.0,3.2,1.0,N,142,113,1,15.0,2.5,0.5,0.0,0.0,0.3,18.3,2.5,0.0
2,2022-01-04T13:09:03.000000,2022-01-04T13:14:46.000000,2.0,1.24,1.0,N,113,186,2,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5,0.0
2,2022-01-04T13:30:43.000000,2022-01-04T13:33:46.000000,1.0,0.39,1.0,N,262,262,2,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5,0.0
2,2022-01-04T13:40:25.000000,2022-01-04T13:47:09.000000,1.0,1.36,1.0,N,229,100,1,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5,0.0
1,2022-01-04T13:42:28.000000,2022-01-04T14:00:25.000000,1.0,6.4,1.0,Y,100,261,2,20.5,2.5,0.5,0.0,0.0,0.3,23.8,2.5,0.0
2,2022-01-04T13:44:16.000000,2022-01-04T13:47:16.000000,5.0,0.42,1.0,N,24,166,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,0.0,0.0
1,2022-01-04T13:58:16.000000,2022-01-04T14:18:12.000000,3.0,5.2,1.0,N,236,69,1,19.0,2.5,0.5,0.0,0.0,0.3,22.3,2.5,0.0
2,2022-01-04T14:09:07.000000,2022-01-04T14:53:25.000000,1.0,19.67,2.0,N,132,249,1,52.0,0.0,0.5,12.62,6.55,0.3,75.72,2.5,1.25
2,2022-01-04T14:10:41.000000,2022-01-04T14:21:54.000000,1.0,1.63,1.0,N,164,230,1,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5,0.0
2,2022-01-04T14:18:46.000000,2022-01-04T14:23:08.000000,2.0,0.59,1.0,N,75,236,1,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5,0.0
2,2022-01-04T14:27:23.000000,2022-01-04T14:51:07.000000,1.0,3.55,1.0,N,263,186,1,17.0,0.0,0.5,5.08,0.0,0.3,25.38,2.5,0.0
1,2022-01-04T14:39:23.000000,2022-01-04T14:55:21.000000,1.0,5.0,1.0,N,261,234,1,18.0,2.5,0.5,4.25,0.0,0.3,25.55,2.5,0.0
1,2022-01-04T14:41:09.000000,2022-01-04T14:44:36.000000,1.0,0.8,1.0,Y,170,233,1,4.5,2.5,0.5,1.55,0.0,0.3,9.35,2.5,0.0
2,2022-01-04T14:46:22.000000,2022-01-04T14:53:14.000000,1.0,1.01,1.0,N,107,90,1,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5,0.0
1,2022-01-04T14:52:51.000000,2022-01-04T15:08:29.000000,1.0,2.3,1.0,Y,262,161,1,12.0,2.5,0.5,3.05,0.0,0.3,18.35,2.5,0.0
1,2022-01-04T15:00:55.000000,2022-01-04T15:03:08.000000,1.0,0.5,1.0,N,186,90,1,4.0,2.5,0.5,1.0,0.0,0.3,8.3,2.5,0.0
2,2022-01-04T15:05:09.000000,2022-01-04T15:17:16.000000,3.0,1.29,1.0,N,236,237,1,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5,0.0
2,2022-01-04T15:25:52.000000,2022-01-04T16:06:43.000000,6.0,7.59,1.0,N,186,61,1,30.0,0.0,0.5,6.66,0.0,0.3,39.96,2.5,0.0
1,2022-01-04T15:38:49.000000,2022-01-04T15:43:00.000000,1.0,0.7,1.0,N,137,170,2,5.0,2.5,0.5,0.0,0.0,0.3,8.3,2.5,0.0
2,2022-01-04T15:52:57.000000,2022-01-04T16:32:03.000000,1.0,6.74,1.0,N,230,159,2,28.5,0.0,0.5,0.0,0.0,0.3,31.8,2.5,0.0
2,2022-01-04T16:15:22.000000,2022-01-04T16:15:39.000000,1.0,0.15,1.0,N,132,132,2,2.5,1.0,0.5,0.0,0.0,0.3,4.3,0.0,0.0
2,2022-01-04T16:26:49.000000,2022-01-04T16:38:51.000000,3.0,2.52,1.0,N,161,249,1,10.5,1.0,0.5,2.96,0.0,0.3,17.76,2.5,0.0
2,2022-01-04T16:31:53.000000,2022-01-04T16:37:42.000000,1.0,0.72,1.0,N,161,233,1,5.5,1.0,0.5,1.96,0.0,0.3,11.76,2.5,0.0
1,2022-01-04T16:37:10.000000,2022-01-04T16:39:59.000000,1.0,0.3,1.0,N,237,237,1,4.0,3.5,0.5,0.0,0.0,0.3,8.3,2.5,0.0
2,2022-01-04T16:43:26.000000,2022-01-04T16:49:23.000000,1.0,1.27,1.0,N,229,237,1,6.5,1.0,0.5,2.7,0.0,0.3,13.5,2.5,0.0
2,2022-01-04T17:05:32.000000,2022-01-04T17:19:21.000000,1.0,3.05,1.0,N,230,79,1,12.5,1.0,0.5,4.2,0.0,0.3,21.0,2.5,0.0
1,2022-01-04T17:11:23.000000,2022-01-04T17:24:31.000000,1.0,1.5,1.0,N,90,230,1,9.5,3.5,0.5,2.5,0.0,0.3,16.3,2.5,0.0
2,2022-01-04T17:31:23.000000,2022-01-04T17:45:24.000000,1.0,2.44,1.0,N,161,79,1,11.0,1.0,0.5,3.06,0.0,0.3,18.36,2.5,0.0
2,2022-01-04T17:38:01.000000,2022-01-04T18:14:37.000000,2.0,15.3,1.0,N,138,265,2,45.5,1.0,0.5,0.0,20.3,0.3,68.85,0.0,1.25
2,2022-01-04T17:45:16.000000,2022-01-04T17:58:07.000000,1.0,2.02,1.0,N,263,140,1,10.0,1.0,0.5,2.86,0.0,0.3,17.16,2.5,0.0
2,2022-01-04T17:56:22.000000,2022-01-04T18:01:05.000000,1.0,0.78,1.0,N,170,162,1,5.0,1.0,0.5,1.4,0.0,0.3,10.7,2.5,0.0
2,2022-01-04T17:59:42.000000,2022-01-04T18:04:02.000000,1.0,0.86,1.0,N,141,236,1,5.0,1.0,0.5,1.0,0.0,0.3,10.3,2.5,0.0
2,2022-01-04T18:02:40.000000,2022-01-04T18:08:02.000000,1.0,1.81,1.0,N,224,232,1,7.5,1.0,0.5,2.36,0.0,0.3,14.16,2.5,0.0
2,2022-01-04T18:17:51.000000,2022-01-04T18:26:48.000000,1.0,1.35,1.0,N,43,142,1,8.0,1.0,0.5,0.0,0.0,0.3,12.3,2.5,0.0
2,2022-01-04T18:18:57.000000,2022-01-04T18:33:38.000000,1.0,3.08,1.0,N,50,114,1,13.0,1.0,0.5,1.0,0.0,0.3,18.3,2.5,0.0
2,2022-01-04T18:32:29.000000,2022-01-04T18:32:34.000000,2.0,0.0,5.0,N,132,132,1,73.0,0.0,0.5,1.2,0.0,0.3,75.0,0.0,0.0
2,2022-01-04T18:42:43.000000,2022-01-04T19:23:05.000000,1.0,20.84,2.0,N,264,236,1,52.0,4.5,0.5,16.59,6.55,0.3,82.94,2.5,0.0
2,2022-01-04T18:46:47.000000,2022-01-04T18:54:20.000000,1.0,1.08,1.0,N,161,233,1,6.5,1.0,0.5,2.16,0.0,0.3,12.96,2.5,0.0
2,2022-01-04T19:17:07.000000,2022-01-04T19:19:19.000000,1.0,0.75,1.0,N,68,50,1,4.0,1.0,0.5,1.66,0.0,0.3,9.96,2.5,0.0
2,2022-01-04T19:26:06.000000,2022-01-04T19:28:26.000000,1.0,0.35,1.0,N,142,142,1,3.5,1.0,0.5,1.95,0.0,0.3,9.75,2.5,0.0
2,2022-01-04T19:49:24.000000,2022-01-04T20:01:41.000000,1.0,5.98,1.0,N,138,41,2,17.5,1.0,0.5,0.0,6.55,0.3,27.1,0.0,1.25
2,2022-01-04T20:15:30.000000,2022-01-04T20:21:35.000000,2.0,1.44,1.0,N,263,229,1,6.5,0.5,0.5,1.0,0.0,0.3,11.3,2.5,0.0
1,2022-01-04T20:22:25.000000,2022-01-04T20:25:17.000000,1.0,0.3,1.0,N,164,162,2,3.5,3.0,0.5,0.0,0.0,0.3,7.3,2.5,0.0
1,2022-01-04T20:24:14.000000,2022-01-04T20:34:44.000000,1.0,2.3,1.0,Y,90,161,1,9.5,3.0,0.5,3.3,0.0,0.3,16.6,2.5,0.0
2,2022-01-04T21:12:19.000000,2022-01-04T21:23:29.000000,1.0,2.77,1.0,N,229,224,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5,0.0
2,2022-01-04T21:24:59.000000,2022-01-04T21:27:46.000000,6.0,0.6,1.0,N,141,237,1,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5,0.0
2,2022-01-04T21:34:29.000000,2022-01-04T21:50:09.000000,1.0,4.11,1.0,N,158,141,1,15.0,0.5,0.5,3.76,0.0,0.3,22.56,2.5,0.0
2,2022-01-04T21:38:12.000000,2022-01-04T21:43:57.000000,1.0,1.41,1.0,N,113,246,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5,0.0
2,2022-01-04T21:45:42.000000,2022-01-04T21:50:25.000000,2.0,0.7,1.0,N,140,262,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5,0.0
2,2022-01-04T21:55:59.000000,2022-01-04T21:58:35.000000,1.0,0.85,1.0,N,113,90,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5,0.0
1,2022-01-04T22:00:15.000000,2022-01-04T22:04:20.000000,2.0,1.2,1.0,N,263,141,1,6.0,3.0,0.5,2.45,0.0,0.3,12.25,2.5,0.0
2,2022-01-04T22:37:00.000000,2022-01-04T22:48:13.000000,1.0,2.59,1.0,N,48,151,1,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5,0.0
1,2022-01-04T23:04:00.000000,2022-01-04T23:13:13.000000,1.0,2.3,1.0,N,43,236,1,9.5,3.0,0.5,2.65,0.0,0.3,15.95,2.5,0.0
2,2022-01-05T01:56:42.000000,2022-01-05T02:15:34.000000,5.0,5.37,1.0,N,233,223,1,19.0,0.5,0.5,5.0,0.0,0.3,27.8,2.5,0.0
2,2022-01-05T05:49:22.000000,2022-01-05T06:07:42.000000,1.0,2.81,1.0,N,161,161,1,14.0,0.5,0.5,3.56,0.0,0.3,21.36,2.5,0.0
2,2022-01-05T06:15:18.000000,2022-01-05T06:21:07.000000,1.0,0.98,1.0,N,48,161,1,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5,0.0
1,2022-01-05T06:55:47.000000,2022-01-05T07:00:42.000000,1.0,1.1,1.0,N,163,164,1,6.0,2.5,0.5,2.3,0.0,0.3,11.6,2.5,0.0
